site,taxon,class,n
C-16-c,OROB,<4cm,0
C-16-c,OROB,>4cm,0
C-16-c,PAME,<4cm,0
C-16-c,PAME,>4cm,0
C-16-c,PORI,<4cm,4
C-16-c,PORI,>4cm,1
C-16-c,SCOL,>4cm,0
C-16-c,SIDE,<4cm,255
C-16-c,SIDE,>4cm,4
C-16-c,SINT,<4cm,6
C-16-c,SINT,>4cm,4
C-16-c,SOLE,<4cm,0
C-16-c,SOLE,>4cm,0
C-31-a,ACER,<4cm,0
C-31-a,ACER,>4cm,0
C-31-a,AGAR,<4cm,0
C-31-a,AGAR,>4cm,0
C-31-a,DSTO,>4cm,0
C-31-a,EFAS,>4cm,0
C-31-a,FAVI,<4cm,0
C-31-a,FAVI,>4cm,0
C-31-a,FFRA,>4cm,0
C-31-a,HCUC,<4cm,0
C-31-a,HCUC,>4cm,0
C-31-a,MADR,<4cm,0
C-31-a,MADR,>4cm,0
C-31-a,MCAV,<4cm,0
C-31-a,MCAV,>4cm,0
C-31-a,MEAN,<4cm,0
C-31-a,MMEA,>4cm,0
C-31-a,MUSS,<4cm,0
C-31-a,MYCE,>4cm,0
C-31-a,ORBI,<4cm,0
C-31-a,ORBI,>4cm,0
C-31-a,OROB,<4cm,0
C-31-a,OROB,>4cm,0
C-31-a,PAME,<4cm,0
C-31-a,PAME,>4cm,0
C-31-a,PORI,<4cm,6
C-31-a,PORI,>4cm,1
C-31-a,SCOL,>4cm,0
C-31-a,SIDE,<4cm,159
C-31-a,SIDE,>4cm,2
C-31-a,SINT,<4cm,4
C-31-a,SINT,>4cm,8
C-31-a,SOLE,<4cm,0
C-31-a,SOLE,>4cm,2
C-33-a,ACER,<4cm,0
C-33-a,ACER,>4cm,0
C-33-a,AGAR,<4cm,0
C-33-a,AGAR,>4cm,0
C-33-a,DSTO,>4cm,0
C-33-a,EFAS,>4cm,0
C-33-a,FAVI,<4cm,0
C-33-a,FAVI,>4cm,0
C-33-a,FFRA,>4cm,0
C-33-a,HCUC,<4cm,0
C-33-a,HCUC,>4cm,0
C-33-a,MADR,<4cm,0
C-33-a,MADR,>4cm,0
C-33-a,MCAV,<4cm,9
C-33-a,MCAV,>4cm,7
C-33-a,MEAN,<4cm,0
C-33-a,MMEA,>4cm,0
C-33-a,MUSS,<4cm,0
C-33-a,MYCE,>4cm,0
C-33-a,ORBI,<4cm,0
C-33-a,ORBI,>4cm,0
C-33-a,OROB,<4cm,0
C-33-a,OROB,>4cm,0
C-33-a,PAME,<4cm,0
C-33-a,PAME,>4cm,0
C-33-a,PORI,<4cm,2
C-33-a,PORI,>4cm,8
C-33-a,SCOL,>4cm,0
C-33-a,SIDE,<4cm,20
C-33-a,SIDE,>4cm,16
C-33-a,SINT,<4cm,4
C-33-a,SINT,>4cm,11
C-33-a,SOLE,<4cm,0
C-33-a,SOLE,>4cm,0
C-33-b,ACER,<4cm,0
C-33-b,ACER,>4cm,0
C-33-b,AGAR,<4cm,0
C-33-b,AGAR,>4cm,0
C-33-b,DSTO,>4cm,1
C-33-b,EFAS,>4cm,2
C-33-b,FAVI,<4cm,0
C-33-b,FAVI,>4cm,0
C-33-b,FFRA,>4cm,0
C-33-b,HCUC,<4cm,0
C-33-b,HCUC,>4cm,0
C-33-b,MADR,<4cm,0
C-33-b,MADR,>4cm,1
C-33-b,MCAV,<4cm,8
C-33-b,MCAV,>4cm,6
C-33-b,MEAN,<4cm,0
C-33-b,MMEA,>4cm,0
C-33-b,MUSS,<4cm,0
C-33-b,MYCE,>4cm,0
C-33-b,ORBI,<4cm,0
C-33-b,ORBI,>4cm,0
C-33-b,OROB,<4cm,0
C-33-b,OROB,>4cm,0
C-33-b,PAME,<4cm,0
C-33-b,PAME,>4cm,0
C-33-b,PORI,<4cm,6
C-33-b,PORI,>4cm,6
C-33-b,SCOL,>4cm,0
C-33-b,SIDE,<4cm,17
C-33-b,SIDE,>4cm,8
C-33-b,SINT,<4cm,8
C-33-b,SINT,>4cm,7
C-33-b,SOLE,<4cm,0
C-33-b,SOLE,>4cm,0
C-33-c,ACER,<4cm,0
C-33-c,ACER,>4cm,0
C-33-c,AGAR,<4cm,0
C-33-c,AGAR,>4cm,0
C-33-c,DSTO,>4cm,1
C-33-c,EFAS,>4cm,0
C-33-c,FAVI,<4cm,0
C-33-c,FAVI,>4cm,1
C-33-c,FFRA,>4cm,0
C-33-c,HCUC,<4cm,0
C-33-c,HCUC,>4cm,0
C-33-c,MADR,<4cm,0
C-33-c,MADR,>4cm,0
C-33-c,MCAV,<4cm,5
C-33-c,MCAV,>4cm,3
C-33-c,MEAN,<4cm,1
C-33-c,MMEA,>4cm,1
C-33-c,MUSS,<4cm,0
C-33-c,MYCE,>4cm,0
C-33-c,ORBI,<4cm,0
C-33-c,ORBI,>4cm,0
C-33-c,OROB,<4cm,0
C-33-c,OROB,>4cm,0
C-33-c,PAME,<4cm,0
C-33-c,PAME,>4cm,0
C-33-c,PORI,<4cm,6
C-33-c,PORI,>4cm,5
C-33-c,SCOL,>4cm,0
C-33-c,SIDE,<4cm,24
C-33-c,SIDE,>4cm,8
C-33-c,SINT,<4cm,1
C-33-c,SINT,>4cm,4
C-33-c,SOLE,<4cm,0
C-33-c,SOLE,>4cm,0
C10a,ACER,<4cm,0
C10a,ACER,>4cm,0
C10a,AGAR,<4cm,0
C10a,AGAR,>4cm,0
C10a,DSTO,>4cm,0
C10a,EFAS,>4cm,0
C10a,FAVI,<4cm,0
C10a,FAVI,>4cm,0
C10a,FFRA,>4cm,0
C10a,HCUC,<4cm,0
C10a,HCUC,>4cm,0
C10a,MADR,<4cm,0
C10a,MADR,>4cm,0
C10a,MCAV,<4cm,1
C10a,MCAV,>4cm,2
C10a,MEAN,<4cm,0
C10a,MMEA,>4cm,0
C10a,MUSS,<4cm,3
C10a,MYCE,>4cm,0
C10a,ORBI,<4cm,0
C10a,ORBI,>4cm,1
C10a,OROB,<4cm,0
C10a,OROB,>4cm,0
C10a,PAME,<4cm,0
C10a,PAME,>4cm,0
C10a,PORI,<4cm,2
C10a,PORI,>4cm,10
C10a,SCOL,>4cm,2
C10a,SIDE,<4cm,11
C10a,SIDE,>4cm,4
C10a,SINT,<4cm,0
C10a,SINT,>4cm,2
C10a,SOLE,<4cm,0
C10a,SOLE,>4cm,1
C10b,ACER,<4cm,0
C10b,ACER,>4cm,0
C10b,AGAR,<4cm,0
C10b,AGAR,>4cm,0
C10b,DSTO,>4cm,0
C10b,EFAS,>4cm,0
C10b,FAVI,<4cm,0
C10b,FAVI,>4cm,0
C10b,FFRA,>4cm,0
C10b,HCUC,<4cm,0
C10b,HCUC,>4cm,0
C10b,MADR,<4cm,0
C10b,MADR,>4cm,0
C10b,MCAV,<4cm,3
C10b,MCAV,>4cm,7
C10b,MEAN,<4cm,0
C10b,MMEA,>4cm,0
C10b,MUSS,<4cm,0
C10b,MYCE,>4cm,0
C10b,ORBI,<4cm,0
C10b,ORBI,>4cm,0
C10b,OROB,<4cm,0
C10b,OROB,>4cm,0
C10b,PAME,<4cm,0
C10b,PAME,>4cm,0
C10b,PORI,<4cm,3
C10b,PORI,>4cm,30
C10b,SCOL,>4cm,0
C10b,SIDE,<4cm,23
C10b,SIDE,>4cm,11
C10b,SINT,<4cm,1
C10b,SINT,>4cm,6
C10b,SOLE,<4cm,0
C10b,SOLE,>4cm,1
C10c,ACER,<4cm,0
C10c,ACER,>4cm,0
C10c,AGAR,<4cm,0
C10c,AGAR,>4cm,0
C10c,DSTO,>4cm,1
C10c,EFAS,>4cm,0
C10c,FAVI,<4cm,0
C10c,FAVI,>4cm,0
C10c,FFRA,>4cm,0
C10c,HCUC,<4cm,0
C10c,HCUC,>4cm,0
C10c,MADR,<4cm,0
C10c,MADR,>4cm,0
C10c,MCAV,<4cm,3
C10c,MCAV,>4cm,3
C10c,MEAN,<4cm,0
C10c,MMEA,>4cm,0
C10c,MUSS,<4cm,0
C10c,MYCE,>4cm,0
C10c,ORBI,<4cm,0
C10c,ORBI,>4cm,0
C10c,OROB,<4cm,0
C10c,OROB,>4cm,0
C10c,PAME,<4cm,0
C10c,PAME,>4cm,0
C10c,PORI,<4cm,1
C10c,PORI,>4cm,11
C10c,SCOL,>4cm,0
C10c,SIDE,<4cm,40
C10c,SIDE,>4cm,9
C10c,SINT,<4cm,0
C10c,SINT,>4cm,0
C10c,SOLE,<4cm,0
C10c,SOLE,>4cm,2
C11a,ACER,<4cm,0
C11a,ACER,>4cm,0
C11a,AGAR,<4cm,1
C11a,AGAR,>4cm,1
C11a,DSTO,>4cm,0
C11a,EFAS,>4cm,0
C11a,FAVI,<4cm,0
C11a,FAVI,>4cm,0
C11a,FFRA,>4cm,0
C11a,HCUC,<4cm,0
C11a,HCUC,>4cm,0
C11a,MADR,<4cm,0
C11a,MADR,>4cm,0
C11a,MCAV,<4cm,9
C11a,MCAV,>4cm,2
C11a,MEAN,<4cm,0
C11a,MMEA,>4cm,0
C11a,MUSS,<4cm,0
C11a,MYCE,>4cm,0
C11a,ORBI,<4cm,0
C11a,ORBI,>4cm,0
C11a,OROB,<4cm,0
C11a,OROB,>4cm,0
C11a,PAME,<4cm,0
C11a,PAME,>4cm,0
C11a,PORI,<4cm,20
C11a,PORI,>4cm,12
C11a,SCOL,>4cm,0
C11a,SIDE,<4cm,63
C11a,SIDE,>4cm,10
C11a,SINT,<4cm,2
C11a,SINT,>4cm,9
C11a,SOLE,<4cm,0
C11a,SOLE,>4cm,0
C11b,ACER,<4cm,0
C11b,ACER,>4cm,0
C11b,AGAR,<4cm,4
C11b,AGAR,>4cm,0
C11b,DSTO,>4cm,2
C11b,EFAS,>4cm,0
C11b,FAVI,<4cm,1
C11b,FAVI,>4cm,0
C11b,FFRA,>4cm,0
C11b,HCUC,<4cm,0
C11b,HCUC,>4cm,0
C11b,MADR,<4cm,0
C11b,MADR,>4cm,0
C11b,MCAV,<4cm,8
C11b,MCAV,>4cm,0
C11b,MEAN,<4cm,3
C11b,MMEA,>4cm,0
C11b,MUSS,<4cm,0
C11b,MYCE,>4cm,0
C11b,ORBI,<4cm,0
C11b,ORBI,>4cm,0
C11b,OROB,<4cm,0
C11b,OROB,>4cm,0
C11b,PAME,<4cm,0
C11b,PAME,>4cm,0
C11b,PORI,<4cm,19
C11b,PORI,>4cm,20
C11b,SCOL,>4cm,0
C11b,SIDE,<4cm,49
C11b,SIDE,>4cm,14
C11b,SINT,<4cm,2
C11b,SINT,>4cm,4
C11b,SOLE,<4cm,0
C11b,SOLE,>4cm,1
C11c,ACER,<4cm,0
C11c,ACER,>4cm,0
C11c,AGAR,<4cm,0
C11c,AGAR,>4cm,0
C11c,DSTO,>4cm,3
C11c,EFAS,>4cm,0
C11c,FAVI,<4cm,0
C11c,FAVI,>4cm,0
C11c,FFRA,>4cm,0
C11c,HCUC,<4cm,0
C11c,HCUC,>4cm,0
C11c,MADR,<4cm,0
C11c,MADR,>4cm,0
C11c,MCAV,<4cm,4
C11c,MCAV,>4cm,3
C11c,MEAN,<4cm,2
C11c,MMEA,>4cm,0
C11c,MUSS,<4cm,0
C11c,MYCE,>4cm,0
C11c,ORBI,<4cm,0
C11c,ORBI,>4cm,0
C11c,OROB,<4cm,0
C11c,OROB,>4cm,0
C11c,PAME,<4cm,0
C11c,PAME,>4cm,0
C11c,PORI,<4cm,5
C11c,PORI,>4cm,15
C11c,SCOL,>4cm,0
C11c,SIDE,<4cm,26
C11c,SIDE,>4cm,14
C11c,SINT,<4cm,1
C11c,SINT,>4cm,2
C11c,SOLE,<4cm,0
C11c,SOLE,>4cm,0
C12a,ACER,<4cm,0
C12a,ACER,>4cm,0
C12a,AGAR,<4cm,2
C12a,AGAR,>4cm,0
C12a,DSTO,>4cm,0
C12a,EFAS,>4cm,0
C12a,FAVI,<4cm,0
C12a,FAVI,>4cm,0
C12a,FFRA,>4cm,0
C12a,HCUC,<4cm,0
C12a,HCUC,>4cm,0
C12a,MADR,<4cm,0
C12a,MADR,>4cm,0
C12a,MCAV,<4cm,7
C12a,MCAV,>4cm,3
C12a,MEAN,<4cm,0
C12a,MMEA,>4cm,0
C12a,MUSS,<4cm,0
C12a,MYCE,>4cm,0
C12a,ORBI,<4cm,0
C12a,ORBI,>4cm,0
C12a,OROB,<4cm,0
C12a,OROB,>4cm,0
C12a,PAME,<4cm,0
C12a,PAME,>4cm,0
C12a,PORI,<4cm,18
C12a,PORI,>4cm,14
C12a,SCOL,>4cm,0
C12a,SIDE,<4cm,99
C12a,SIDE,>4cm,1
C12a,SINT,<4cm,1
C12a,SINT,>4cm,1
C12a,SOLE,<4cm,0
C12a,SOLE,>4cm,0
C12b,ACER,<4cm,0
C12b,ACER,>4cm,0
C12b,AGAR,<4cm,1
C12b,AGAR,>4cm,0
C12b,DSTO,>4cm,0
C12b,EFAS,>4cm,0
C12b,FAVI,<4cm,1
C12b,FAVI,>4cm,2
C12b,FFRA,>4cm,0
C12b,HCUC,<4cm,0
C12b,HCUC,>4cm,0
C12b,MADR,<4cm,0
C12b,MADR,>4cm,0
C12b,MCAV,<4cm,4
C12b,MCAV,>4cm,3
C12b,MEAN,<4cm,0
C12b,MMEA,>4cm,0
C12b,MUSS,<4cm,0
C12b,MYCE,>4cm,0
C12b,ORBI,<4cm,0
C12b,ORBI,>4cm,0
C12b,OROB,<4cm,0
C12b,OROB,>4cm,0
C12b,PAME,<4cm,0
C12b,PAME,>4cm,0
C12b,PORI,<4cm,24
C12b,PORI,>4cm,24
C12b,PORI,NA,1
C12b,SCOL,>4cm,0
C12b,SIDE,<4cm,61
C12b,SIDE,>4cm,1
C12b,SINT,<4cm,0
C12b,SINT,>4cm,1
C12b,SOLE,<4cm,1
C12b,SOLE,>4cm,2
C12c,ACER,<4cm,0
C12c,ACER,>4cm,0
C12c,AGAR,<4cm,0
C12c,AGAR,>4cm,0
C12c,DSTO,>4cm,0
C12c,EFAS,>4cm,0
C12c,FAVI,<4cm,0
C12c,FAVI,>4cm,0
C12c,FFRA,>4cm,0
C12c,HCUC,<4cm,0
C12c,HCUC,>4cm,0
C12c,MADR,<4cm,0
C12c,MADR,>4cm,0
C12c,MCAV,<4cm,5
C12c,MCAV,>4cm,3
C12c,MEAN,<4cm,0
C12c,MMEA,>4cm,0
C12c,MUSS,<4cm,0
C12c,MYCE,>4cm,0
C12c,ORBI,<4cm,0
C12c,ORBI,>4cm,0
C12c,OROB,<4cm,0
C12c,OROB,>4cm,0
C12c,PAME,<4cm,0
C12c,PAME,>4cm,0
C12c,PORI,<4cm,19
C12c,PORI,>4cm,9
C12c,SCOL,>4cm,0
C12c,SIDE,<4cm,100
C12c,SIDE,>4cm,0
C12c,SINT,<4cm,0
C12c,SINT,>4cm,5
C12c,SOLE,<4cm,0
C12c,SOLE,>4cm,0
C15a,ACER,<4cm,0
C15a,ACER,>4cm,0
C15a,AGAR,<4cm,0
C15a,AGAR,>4cm,0
C15a,DSTO,>4cm,0
C15a,EFAS,>4cm,0
C15a,FAVI,<4cm,0
C15a,FAVI,>4cm,0
C15a,FFRA,>4cm,0
C15a,HCUC,<4cm,0
C15a,HCUC,>4cm,0
C15a,MADR,<4cm,0
C15a,MADR,>4cm,0
C15a,MCAV,<4cm,8
C15a,MCAV,>4cm,10
C15a,MEAN,<4cm,0
C15a,MMEA,>4cm,0
C15a,MUSS,<4cm,0
C15a,MYCE,>4cm,0
C15a,ORBI,<4cm,0
C15a,ORBI,>4cm,0
C15a,OROB,<4cm,0
C15a,OROB,>4cm,0
C15a,PAME,<4cm,0
C15a,PAME,>4cm,0
C15a,PORI,<4cm,2
C15a,PORI,>4cm,6
C15a,SCOL,>4cm,0
C15a,SIDE,<4cm,17
C15a,SIDE,>4cm,13
C15a,SINT,<4cm,3
C15a,SINT,>4cm,7
C15a,SOLE,<4cm,0
C15a,SOLE,>4cm,0
C15b,ACER,<4cm,0
C15b,ACER,>4cm,0
C15b,AGAR,<4cm,3
C15b,AGAR,>4cm,1
C15b,DSTO,>4cm,0
C15b,EFAS,>4cm,0
C15b,FAVI,<4cm,0
C15b,FAVI,>4cm,1
C15b,FFRA,>4cm,0
C15b,HCUC,<4cm,0
C15b,HCUC,>4cm,0
C15b,MADR,<4cm,0
C15b,MADR,>4cm,0
C15b,MCAV,<4cm,11
C15b,MCAV,>4cm,7
C15b,MEAN,<4cm,2
C15b,MMEA,>4cm,0
C15b,MUSS,<4cm,0
C15b,MYCE,>4cm,0
C15b,ORBI,<4cm,0
C15b,ORBI,>4cm,0
C15b,OROB,<4cm,0
C15b,OROB,>4cm,0
C15b,PAME,<4cm,0
C15b,PAME,>4cm,0
C15b,PORI,<4cm,2
C15b,PORI,>4cm,11
C15b,SCOL,>4cm,0
C15b,SIDE,<4cm,30
C15b,SIDE,>4cm,9
C15b,SINT,<4cm,5
C15b,SINT,>4cm,4
C15b,SOLE,<4cm,0
C15b,SOLE,>4cm,0
c15c,ACER,<4cm,0
c15c,ACER,>4cm,0
c15c,AGAR,<4cm,0
c15c,AGAR,>4cm,0
c15c,DSTO,>4cm,0
c15c,EFAS,>4cm,0
c15c,FAVI,<4cm,0
c15c,FAVI,>4cm,1
c15c,FFRA,>4cm,0
c15c,HCUC,<4cm,0
c15c,HCUC,>4cm,0
c15c,MADR,<4cm,0
c15c,MADR,>4cm,0
c15c,MCAV,<4cm,20
c15c,MCAV,>4cm,4
c15c,MEAN,<4cm,0
c15c,MMEA,>4cm,0
c15c,MUSS,<4cm,0
c15c,MYCE,>4cm,0
c15c,ORBI,<4cm,0
c15c,ORBI,>4cm,0
c15c,OROB,<4cm,0
c15c,OROB,>4cm,0
c15c,PAME,<4cm,0
c15c,PAME,>4cm,0
c15c,PORI,<4cm,7
c15c,PORI,>4cm,14
c15c,SCOL,>4cm,0
c15c,SIDE,<4cm,32
c15c,SIDE,>4cm,10
c15c,SINT,<4cm,9
c15c,SINT,>4cm,6
c15c,SOLE,<4cm,0
c15c,SOLE,>4cm,0
C15c,ACER,<4cm,0
C15c,ACER,>4cm,0
C15c,AGAR,<4cm,0
C15c,AGAR,>4cm,0
C15c,DSTO,>4cm,0
C15c,EFAS,>4cm,0
C15c,FAVI,<4cm,0
C15c,FAVI,>4cm,1
C15c,FFRA,>4cm,0
C15c,HCUC,<4cm,0
C15c,HCUC,>4cm,0
C15c,MADR,<4cm,0
C15c,MADR,>4cm,0
C15c,MCAV,<4cm,20
C15c,MCAV,>4cm,4
C15c,MEAN,<4cm,0
C15c,MMEA,>4cm,0
C15c,MUSS,<4cm,0
C15c,MYCE,>4cm,0
C15c,ORBI,<4cm,0
C15c,ORBI,>4cm,0
C15c,OROB,<4cm,0
C15c,OROB,>4cm,0
C15c,PAME,<4cm,0
C15c,PAME,>4cm,0
C15c,PORI,<4cm,7
C15c,PORI,>4cm,12
