site,transect_num,class,date,latitude,longitude,zone,f_habitat,habitat,team,depth,penip_site,reef,direction,distance_m,taxon,count
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,SBOU,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,SSID,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,DSTO,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,PPOR,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,AAGA,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,MMEA,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,PCLI,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,PSTR,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,CNAT,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,ACER,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,MDEC,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,EFAS,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,OANN,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,OFRA,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,PFUR,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,DLAB,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,OFAV,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,MALI,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,PDIV,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,ALAM,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,AFRA,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,AHUM,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,SHYA,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,SCOL,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,MAUR,0
1083,2,>4cm,2024-08-14T00:00:00Z,26.241249,-80.083107,Forereef,Contiguous Reef Other,CPSH,Broward County,16.666666666666668,NA,NA,NA,NA,FFRA,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,MCAV,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,PAST,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,SRAD,3
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,SINT,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,SBOU,1
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,SSID,1
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,DSTO,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,PPOR,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,AAGA,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,MMEA,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,PCLI,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,PSTR,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,CNAT,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,ACER,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,MDEC,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,EFAS,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,OANN,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,OFRA,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,PFUR,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,DLAB,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,OFAV,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,MALI,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,PDIV,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,ALAM,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,AFRA,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,AHUM,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,SHYA,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,SCOL,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,MAUR,0
1084,1,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,FFRA,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,MCAV,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,PAST,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,SRAD,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,SINT,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,SBOU,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,SSID,1
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,DSTO,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,PPOR,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,AAGA,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,MMEA,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,PCLI,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,PSTR,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,CNAT,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,ACER,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,MDEC,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,EFAS,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,OANN,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,OFRA,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,PFUR,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,DLAB,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,OFAV,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,MALI,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,PDIV,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,ALAM,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,AFRA,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,AHUM,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,SHYA,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,SCOL,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,MAUR,0
1084,2,>4cm,2024-08-14T00:00:00Z,26.237202,-80.08564,Forereef,Contiguous Reef Other,CPSH,Broward County,12.166666666666666,NA,NA,NA,NA,FFRA,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,MCAV,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,PAST,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,SRAD,1
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,SINT,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,SBOU,1
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,SSID,1
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,DSTO,1
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,PPOR,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,AAGA,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,MMEA,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,PCLI,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,PSTR,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,CNAT,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,ACER,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,MDEC,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,EFAS,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,OANN,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,OFRA,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,PFUR,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,DLAB,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,OFAV,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,MALI,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,PDIV,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,ALAM,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,AFRA,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,AHUM,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,SHYA,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,SCOL,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,MAUR,0
1086,1,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,FFRA,0
1086,2,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,MCAV,0
1086,2,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,PAST,2
1086,2,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,SRAD,3
1086,2,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,SINT,0
1086,2,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,SBOU,0
1086,2,>4cm,2024-08-14T00:00:00Z,26.23089,-80.087189,Forereef,Contiguous Reef Other,RGSH,Broward County,15.272727272727273,NA,NA,NA,NA,SSID,13
